disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,year,ongo2014,new,change,changetype_1,changetype_2,dyad,abbreva,abbrevb,lastobs,newar
2054,2054.002,700,AFG,770,PAK,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,1,0,0,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,105,105,16,16,16,65,65,65,1983,0,0,0,0,0,700770,2,129,0,0
2054,2054.002,700,AFG,770,PAK,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,1,0,0,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,2,366,471,16,16,16,65,65,65,1984,0,0,0,0,0,700770,2,129,0,0
2054,2054.002,700,AFG,770,PAK,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,1,0,0,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,3,365,836,16,16,16,65,65,65,1985,0,0,0,0,0,700770,2,129,0,0
2054,2054.002,700,AFG,770,PAK,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,1,0,0,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,4,365,1201,16,16,16,65,65,65,1986,0,0,0,0,0,700770,2,129,0,0
2054,2054.002,700,AFG,770,PAK,18,9,1983,30,4,1987,5,3,0,19,4,1,1,2,1,0,0,-9,19,4,1,0,0,0,-9,19,4,1,1,3,1,3,0,5,121,1322,16,16,16,65,65,65,1987,0,0,0,0,0,700770,2,129,1,0
2054,2054.002,770,PAK,700,AFG,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,0,0,0,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,105,105,16,16,16,65,65,65,1983,0,0,0,0,0,770700,129,2,0,0
2054,2054.002,770,PAK,700,AFG,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,0,0,0,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,2,366,471,16,16,16,65,65,65,1984,0,0,0,0,0,770700,129,2,0,0
2054,2054.002,770,PAK,700,AFG,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,0,0,0,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,3,365,836,16,16,16,65,65,65,1985,0,0,0,0,0,770700,129,2,0,0
2054,2054.002,770,PAK,700,AFG,18,9,1983,30,4,1987,0,0,0,19,4,1,1,2,0,0,0,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,4,365,1201,16,16,16,65,65,65,1986,0,0,0,0,0,770700,129,2,0,0
2054,2054.002,770,PAK,700,AFG,18,9,1983,30,4,1987,5,3,0,19,4,1,1,2,0,0,0,-9,19,4,1,1,0,0,-9,19,4,1,3,1,3,1,0,5,121,1322,16,16,16,65,65,65,1987,0,0,0,0,0,770700,129,2,1,0
2055,2055.001,160,ARG,200,UKG,1,11,1842,31,1,1843,0,0,0,8,3,0,2,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,61,61,7,0,7,49,81,49,1842,0,0,0,0,0,160200,6,182,0,0
2055,2055.001,160,ARG,200,UKG,1,11,1842,31,1,1843,5,3,0,8,3,0,2,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,2,32,93,7,0,7,49,49,49,1843,0,0,0,0,0,160200,6,182,1,0
2055,2055.001,200,UKG,160,ARG,1,11,1842,31,1,1843,0,0,0,8,3,0,2,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,61,61,7,7,0,49,49,75,1842,0,0,0,0,0,200160,182,6,0,0
2055,2055.001,200,UKG,160,ARG,1,11,1842,31,1,1843,5,3,0,8,3,0,2,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,2,32,93,7,7,0,49,49,75,1843,0,0,0,0,0,200160,182,6,1,0
2055,2055.002,160,ARG,220,FRN,1,11,1842,31,1,1843,0,0,0,8,3,0,2,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,61,61,7,0,7,49,75,49,1842,0,0,0,0,0,160220,6,59,0,0
2055,2055.002,160,ARG,220,FRN,1,11,1842,31,1,1843,5,3,0,8,3,0,2,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,2,32,93,7,0,7,49,75,49,1843,0,0,0,0,0,160220,6,59,1,0
2055,2055.002,220,FRN,160,ARG,1,11,1842,31,1,1843,0,0,0,8,3,0,2,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,61,61,7,7,0,49,49,49,1842,0,0,0,0,0,220160,59,6,0,0
2055,2055.002,220,FRN,160,ARG,1,11,1842,31,1,1843,5,3,0,8,3,0,2,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,2,32,93,7,7,0,49,49,49,1843,0,0,0,0,0,220160,59,6,1,0
2056,2056.001,255,GMY,365,RUS,12,11,1936,12,11,1936,5,3,1,19,4,0,1,1,0,0,0,1,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,49,65,1936,0,0,0,0,0,255365,65,143,1,0
2056,2056.001,365,RUS,255,GMY,12,11,1936,12,11,1936,5,3,1,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,1,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,1936,0,0,0,0,0,365255,143,65,1,0
2059,2059.001,345,YUG,355,BUL,4,7,1971,4,7,1971,5,3,0,9,3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,9,3,1,3,1,3,1,0,1,1,1,7,0,7,49,0,49,1971,0,0,0,0,0,345355,193,28,1,0
2059,2059.001,355,BUL,345,YUG,4,7,1971,4,7,1971,5,3,0,9,3,0,1,1,1,1,1,0,9,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,49,1971,0,0,0,0,0,355345,28,193,1,0
2066,2066.001,520,SOM,530,ETH,12,6,1965,12,6,1965,5,3,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,1965,0,0,0,0,0,520530,158,57,1,0
2066,2066.001,530,ETH,520,SOM,12,6,1965,12,6,1965,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,1965,0,0,0,0,0,530520,57,158,1,0
2067,2067.001,520,SOM,530,ETH,31,3,1966,24,6,1966,5,3,1,18,4,1,1,1,1,1,1,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,86,86,17,17,17,75,75,75,1966,0,0,0,0,0,520530,158,57,1,0
2067,2067.001,530,ETH,520,SOM,31,3,1966,24,6,1966,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,1,86,86,17,17,17,75,75,75,1966,0,0,0,0,0,530520,57,158,1,0
2068,2068.001,520,SOM,530,ETH,1,4,1973,23,5,1973,5,3,0,13,3,0,1,1,1,1,1,0,13,3,1,0,0,0,0,7,3,1,1,3,1,3,0,1,53,53,11,11,7,49,49,49,1973,0,0,0,0,0,520530,158,57,1,0
2068,2068.001,530,ETH,520,SOM,1,4,1973,23,5,1973,5,3,0,13,3,0,1,1,0,0,0,0,7,3,1,1,1,1,0,13,3,1,3,1,3,1,0,1,53,53,11,7,11,49,49,49,1973,0,0,0,0,0,530520,57,158,1,0
2069,2069.001,40,CUB,520,SOM,28,7,1977,14,3,1978,0,0,0,12,3,0,1,2,0,0,0,0,12,3,0,1,1,1,0,0,1,1,4,1,1,3,0,1,157,157,10,10,0,82,82,75,1977,0,0,1,0,0,40520,42,158,0,0
2069,2069.001,40,CUB,520,SOM,28,7,1977,14,3,1978,1,3,6,22,5,0,1,2,0,0,0,6,22,5,0,1,1,1,6,22,5,1,4,1,1,3,1,2,74,231,20,20,20,100,100,100,1978,0,0,1,0,0,40520,42,158,1,1
2069,2069.001,520,SOM,40,CUB,28,7,1977,14,3,1978,0,0,0,12,3,0,1,2,1,1,1,0,0,1,1,0,0,0,0,12,3,0,1,4,3,1,0,1,157,157,10,0,10,82,75,82,1977,0,0,1,0,0,520040,158,42,0,0
2069,2069.001,520,SOM,40,CUB,28,7,1977,14,3,1978,2,3,6,22,5,0,1,2,1,1,1,6,22,5,1,0,0,0,6,22,5,0,1,4,3,1,1,2,74,231,20,20,20,100,100,100,1978,0,0,1,0,0,520040,158,42,1,1
2069,2069.002,520,SOM,530,ETH,22,2,1977,14,3,1978,0,0,0,22,5,0,1,2,1,1,1,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,1,313,313,20,20,20,100,100,100,1977,0,0,1,0,0,520530,158,57,0,1
2069,2069.002,520,SOM,530,ETH,22,2,1977,14,3,1978,2,3,6,22,5,0,1,2,1,1,1,6,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,2,74,387,20,20,20,100,100,100,1978,0,0,1,0,0,520530,158,57,1,0
2069,2069.002,530,ETH,520,SOM,22,2,1977,14,3,1978,0,0,0,22,5,0,1,2,0,0,0,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,1,313,313,20,20,20,100,100,100,1977,0,0,1,0,0,530520,57,158,0,1
2069,2069.002,530,ETH,520,SOM,22,2,1977,14,3,1978,1,3,6,22,5,0,1,2,0,0,0,6,22,5,1,1,1,1,6,22,5,1,3,1,3,1,1,2,74,387,20,20,20,100,100,100,1978,0,0,1,0,0,530520,57,158,1,0
2070,2070.001,520,SOM,530,ETH,14,4,1978,7,2,1979,0,0,0,19,4,1,1,1,0,1,1,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,262,262,16,16,16,65,65,65,1978,0,0,0,0,0,520530,158,57,0,0
2070,2070.001,520,SOM,530,ETH,14,4,1978,7,2,1979,5,3,0,19,4,1,1,1,0,1,1,-9,19,4,1,1,0,0,-9,19,4,1,3,1,3,1,0,2,39,301,16,16,16,65,65,65,1979,0,0,0,0,0,520530,158,57,1,0
2070,2070.001,530,ETH,520,SOM,14,4,1978,7,2,1979,0,0,0,19,4,1,1,1,1,0,0,0,19,4,1,0,1,1,0,19,4,1,1,3,1,3,0,1,262,262,16,16,16,65,65,65,1978,0,0,0,0,0,530520,57,158,0,0
2070,2070.001,530,ETH,520,SOM,14,4,1978,7,2,1979,5,3,0,19,4,1,1,1,1,0,0,-9,19,4,1,0,1,1,-9,19,4,1,1,3,1,3,0,2,39,301,16,16,16,65,65,65,1979,0,0,0,0,0,530520,57,158,1,0
2071,2071.001,520,SOM,530,ETH,24,2,1980,13,6,1981,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,312,312,17,17,17,75,75,75,1980,0,0,0,0,0,520530,158,57,0,0
2071,2071.001,520,SOM,530,ETH,24,2,1980,13,6,1981,5,3,3,18,4,1,1,1,0,1,1,3,18,4,1,1,0,0,2,18,4,1,3,1,3,1,0,2,165,477,17,17,17,75,75,75,1981,0,0,0,0,0,520530,158,57,1,0
2071,2071.001,530,ETH,520,SOM,24,2,1980,13,6,1981,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,312,312,17,17,17,75,75,75,1980,0,0,0,0,0,530520,57,158,0,0
2071,2071.001,530,ETH,520,SOM,24,2,1980,13,6,1981,5,3,3,18,4,1,1,1,1,0,0,2,18,4,1,0,1,1,3,18,4,1,1,3,1,3,0,2,165,477,17,17,17,75,75,75,1981,0,0,0,0,0,530520,57,158,1,0
2072,2072.001,520,SOM,530,ETH,30,6,1982,26,5,1984,0,0,0,19,4,1,1,1,0,1,1,0,18,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,185,185,16,17,16,65,75,65,1982,0,0,2,0,0,520530,158,57,0,0
2072,2072.001,520,SOM,530,ETH,30,6,1982,26,5,1984,0,0,0,19,4,1,1,1,0,1,1,0,18,4,1,1,0,0,0,19,4,1,3,1,3,1,0,2,365,550,16,17,16,65,75,65,1983,0,0,2,0,0,520530,158,57,0,0
2072,2072.001,520,SOM,530,ETH,30,6,1982,26,5,1984,5,3,5,19,4,1,1,1,0,1,1,0,18,4,1,1,0,0,4,19,4,1,3,1,3,1,0,3,148,698,16,17,16,65,75,65,1984,0,0,2,0,0,520530,158,57,1,0
2072,2072.001,530,ETH,520,SOM,30,6,1982,26,5,1984,0,0,0,19,4,1,1,1,1,0,0,0,19,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,185,185,16,16,17,65,65,75,1982,0,0,2,0,0,530520,57,158,0,0
2072,2072.001,530,ETH,520,SOM,30,6,1982,26,5,1984,0,0,0,19,4,1,1,1,1,0,0,0,19,4,1,0,1,1,0,18,4,1,1,3,1,3,0,2,365,550,16,16,17,65,65,75,1983,0,0,2,0,0,530520,57,158,0,0
2072,2072.001,530,ETH,520,SOM,30,6,1982,26,5,1984,5,3,5,19,4,1,1,1,1,0,0,4,19,4,1,0,1,1,0,18,4,1,1,3,1,3,0,3,148,698,16,16,17,65,65,75,1984,0,0,2,0,0,530520,57,158,1,0
2074,2074.001,520,SOM,530,ETH,20,12,1984,2,1,1985,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,12,12,17,17,17,75,75,75,1984,0,0,0,0,0,520530,158,57,0,0
2074,2074.001,520,SOM,530,ETH,20,12,1984,2,1,1985,5,3,3,18,4,1,1,1,0,1,1,2,18,4,1,1,0,0,2,18,4,1,3,1,3,1,0,2,3,15,17,17,17,75,75,75,1985,0,0,0,0,0,520530,158,57,1,0
2074,2074.001,530,ETH,520,SOM,20,12,1984,2,1,1985,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,12,12,17,17,17,75,75,75,1984,0,0,0,0,0,530520,57,158,0,0
2074,2074.001,530,ETH,520,SOM,20,12,1984,2,1,1985,5,3,3,18,4,1,1,1,1,0,0,2,18,4,1,0,1,1,2,18,4,1,1,3,1,3,0,2,3,15,17,17,17,75,75,75,1985,0,0,0,0,0,530520,57,158,1,0
2075,2075.001,520,SOM,530,ETH,17,9,1985,22,10,1985,5,3,2,18,4,1,1,1,0,1,1,2,18,4,1,1,0,0,2,18,4,1,3,1,3,1,0,1,36,36,17,17,17,75,75,75,1985,0,0,0,0,0,520530,158,57,1,0
2075,2075.001,530,ETH,520,SOM,17,9,1985,22,10,1985,5,3,2,18,4,1,1,1,1,0,0,2,18,4,1,0,1,1,2,18,4,1,1,3,1,3,0,1,36,36,17,17,17,75,75,75,1985,0,0,0,0,0,530520,57,158,1,0
2077,2077.001,155,CHL,160,ARG,1,3,1905,31,3,1905,5,3,0,8,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,8,3,1,3,1,3,1,0,1,31,31,7,0,7,49,65,49,1905,0,0,0,0,0,155160,35,6,1,0
2077,2077.001,160,ARG,155,CHL,1,3,1905,31,3,1905,5,3,0,8,3,0,1,1,1,1,1,0,8,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,31,31,7,7,0,49,49,65,1905,0,0,0,0,0,160155,6,35,1,0
2078,2078.001,155,CHL,160,ARG,7,7,1909,7,7,1909,5,3,0,8,3,0,1,1,1,1,1,0,8,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,65,1909,0,0,0,0,0,155160,35,6,1,0
2078,2078.001,160,ARG,155,CHL,7,7,1909,7,7,1909,5,3,0,8,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,8,3,1,3,1,3,1,0,1,1,1,7,0,7,49,65,49,1909,0,0,0,0,0,160155,6,35,1,0
2079,2079.001,155,CHL,160,ARG,3,11,1958,3,11,1958,5,3,0,14,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,14,3,1,3,1,3,1,0,1,1,1,12,0,12,65,0,65,1958,0,0,0,0,0,155160,35,6,1,0
2079,2079.001,160,ARG,155,CHL,3,11,1958,3,11,1958,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,1,1,12,12,0,65,65,49,1958,0,0,0,0,0,160155,6,35,1,0
2080,2080.001,155,CHL,160,ARG,25,7,1964,29,7,1964,5,1,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,5,5,17,17,17,75,75,75,1964,0,0,0,0,0,155160,35,6,1,0
2080,2080.001,160,ARG,155,CHL,25,7,1964,29,7,1964,5,1,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,5,5,17,17,17,75,75,75,1964,0,0,0,0,0,160155,6,35,1,0
2081,2081.001,155,CHL,160,ARG,14,7,1977,10,2,1978,0,0,0,9,3,0,1,1,1,1,1,0,9,3,1,0,1,1,0,8,3,1,1,3,1,3,0,1,171,171,7,7,7,49,49,49,1977,0,0,0,0,0,155160,35,6,0,0
2081,2081.001,155,CHL,160,ARG,14,7,1977,10,2,1978,5,3,0,9,3,0,1,1,1,1,1,0,9,3,1,0,1,1,0,8,3,1,1,3,1,3,0,2,42,213,7,7,7,49,49,49,1978,0,0,0,0,0,155160,35,6,1,0
2081,2081.001,160,ARG,155,CHL,14,7,1977,10,2,1978,0,0,0,9,3,0,1,1,0,1,1,0,8,3,1,1,1,1,0,9,3,1,3,1,3,1,0,1,171,171,7,7,7,49,49,49,1977,0,0,0,0,0,160155,6,35,0,0
2081,2081.001,160,ARG,155,CHL,14,7,1977,10,2,1978,5,3,0,9,3,0,1,1,0,1,1,0,8,3,1,1,1,1,0,9,3,1,3,1,3,1,0,2,42,213,7,7,7,49,49,49,1978,0,0,0,0,0,160155,6,35,1,0
2082,2082.001,155,CHL,160,ARG,18,8,1978,9,1,1979,0,0,0,12,3,0,1,1,0,1,1,0,12,3,1,1,1,1,0,12,3,1,3,1,3,1,0,1,136,136,10,10,10,82,82,82,1978,0,0,0,0,0,155160,35,6,0,0
2082,2082.001,155,CHL,160,ARG,18,8,1978,9,1,1979,5,1,0,12,3,0,1,1,0,1,1,0,12,3,1,1,1,1,0,12,3,1,3,1,3,1,0,2,10,146,10,10,10,82,82,82,1979,0,0,0,0,0,155160,35,6,1,0
2082,2082.001,160,ARG,155,CHL,18,8,1978,9,1,1979,0,0,0,12,3,0,1,1,1,1,1,0,12,3,1,0,1,1,0,12,3,1,1,3,1,3,0,1,136,136,10,10,10,82,82,82,1978,0,0,0,0,0,160155,6,35,0,0
2082,2082.001,160,ARG,155,CHL,18,8,1978,9,1,1979,5,1,0,12,3,0,1,1,1,1,1,0,12,3,1,0,1,1,0,12,3,1,1,3,1,3,0,2,10,146,10,10,10,82,82,82,1979,0,0,0,0,0,160155,6,35,1,0
2083,2083.001,155,CHL,160,ARG,7,9,1980,9,2,1981,0,0,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,17,4,1,1,3,1,3,0,1,116,116,15,15,15,81,81,81,1980,0,0,0,0,0,155160,35,6,0,0
2083,2083.001,155,CHL,160,ARG,7,9,1980,9,2,1981,5,3,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,17,4,1,1,3,1,3,0,2,41,157,15,15,15,81,81,81,1981,0,0,0,0,0,155160,35,6,1,0
2083,2083.001,160,ARG,155,CHL,7,9,1980,9,2,1981,0,0,0,17,4,0,1,1,0,1,1,0,17,4,1,1,1,1,0,17,4,1,3,1,3,1,0,1,116,116,15,15,15,81,81,81,1980,0,0,0,0,0,160155,6,35,0,0
2083,2083.001,160,ARG,155,CHL,7,9,1980,9,2,1981,5,3,0,17,4,0,1,1,0,1,1,0,17,4,1,1,1,1,0,17,4,1,3,1,3,1,0,2,41,157,15,15,15,81,81,81,1981,0,0,0,0,0,160155,6,35,1,0
2084,2084.001,155,CHL,160,ARG,25,4,1981,23,2,1982,0,0,0,19,4,0,1,1,1,1,1,0,19,4,1,0,1,1,0,17,4,1,1,3,1,3,0,1,251,251,16,16,15,65,65,81,1981,0,0,0,0,0,155160,35,6,0,0
2084,2084.001,155,CHL,160,ARG,25,4,1981,23,2,1982,5,3,0,19,4,0,1,1,1,1,1,0,19,4,1,0,1,1,0,17,4,1,1,3,1,3,0,2,55,306,16,16,15,65,65,81,1982,0,0,0,0,0,155160,35,6,1,0
2084,2084.001,160,ARG,155,CHL,25,4,1981,23,2,1982,0,0,0,19,4,0,1,1,0,1,1,0,17,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,251,251,16,15,16,65,81,65,1981,0,0,0,0,0,160155,6,35,0,0
2084,2084.001,160,ARG,155,CHL,25,4,1981,23,2,1982,5,3,0,19,4,0,1,1,0,1,1,0,17,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,55,306,16,15,16,65,81,65,1982,0,0,0,0,0,160155,6,35,1,0
2086,2086.001,155,CHL,160,ARG,18,8,1983,18,8,1983,6,1,0,9,3,0,1,1,0,1,1,0,9,3,1,1,1,1,0,8,3,1,3,1,3,1,0,1,1,1,7,7,7,49,49,49,1983,0,0,0,0,0,155160,35,6,1,0
2086,2086.001,160,ARG,155,CHL,18,8,1983,18,8,1983,6,1,0,9,3,0,1,1,1,1,1,0,8,3,1,0,1,1,0,9,3,1,1,3,1,3,0,1,1,1,7,7,7,49,49,49,1983,0,0,0,0,0,160155,6,35,1,0
2087,2087.001,155,CHL,160,ARG,19,10,1984,19,10,1984,5,1,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,100,65,1984,0,0,0,0,0,155160,35,6,1,0
2087,2087.001,160,ARG,155,CHL,19,10,1984,19,10,1984,5,1,0,19,4,0,1,1,1,1,1,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,100,1984,0,0,0,0,0,160155,6,35,1,0
2088,2088.001,710,CHN,750,IND,16,11,1950,20,11,1950,5,3,0,13,3,0,1,1,1,1,1,0,7,3,1,0,1,1,0,13,3,1,1,3,1,3,0,1,5,5,11,7,11,49,49,49,1950,0,0,0,0,0,710750,36,80,1,0
2088,2088.001,750,IND,710,CHN,16,11,1950,20,11,1950,5,3,0,13,3,0,1,1,0,1,1,0,13,3,1,1,1,1,0,7,3,1,3,1,3,1,0,1,5,5,11,11,7,49,49,49,1950,0,0,0,0,0,750710,80,36,1,0
2089,2089.001,710,CHN,750,IND,29,6,1954,19,9,1954,5,3,0,14,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,14,3,1,3,1,3,1,0,1,83,83,12,0,12,65,65,65,1954,0,0,0,0,0,710750,36,80,1,0
2089,2089.001,750,IND,710,CHN,29,6,1954,19,9,1954,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,83,83,12,12,0,65,65,65,1954,0,0,0,0,0,750710,80,36,1,0
2090,2090.001,710,CHN,750,IND,25,6,1955,5,11,1955,5,3,0,14,3,0,1,1,0,1,1,0,14,3,1,1,1,1,0,14,3,1,3,1,3,1,0,1,134,134,12,12,12,65,65,65,1955,0,0,0,0,0,710750,36,80,1,0
2090,2090.001,750,IND,710,CHN,25,6,1955,5,11,1955,5,3,0,14,3,0,1,1,1,1,1,0,14,3,1,0,1,1,0,14,3,1,1,3,1,3,0,1,134,134,12,12,12,65,65,65,1955,0,0,0,0,0,750710,80,36,1,0
2092,2092.001,710,CHN,750,IND,7,6,1956,3,10,1956,5,3,0,7,3,0,1,1,1,1,1,0,7,3,1,0,1,1,0,7,3,1,1,3,1,3,0,1,119,119,7,7,7,49,49,49,1956,0,0,0,0,0,710750,36,80,1,0
2092,2092.001,750,IND,710,CHN,7,6,1956,3,10,1956,5,3,0,7,3,0,1,1,0,1,1,0,7,3,1,1,1,1,0,7,3,1,3,1,3,1,0,1,119,119,7,7,7,49,49,49,1956,0,0,0,0,0,750710,80,36,1,0
2097,2097.001,710,CHN,750,IND,17,7,1967,22,7,1967,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,6,6,15,15,0,81,81,75,1967,0,0,0,0,0,710750,36,80,1,0
2097,2097.001,750,IND,710,CHN,17,7,1967,22,7,1967,7,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,6,6,15,0,15,81,75,81,1967,0,0,0,0,0,750710,80,36,1,0
2098,2098.001,710,CHN,750,IND,23,3,1969,23,4,1969,5,3,0,2,2,0,1,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,32,32,1,1,0,30,30,65,1969,0,0,0,0,0,710750,36,80,1,0
2098,2098.001,750,IND,710,CHN,23,3,1969,23,4,1969,5,3,0,2,2,0,1,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,32,32,1,0,1,30,75,30,1969,0,0,0,0,0,750710,80,36,1,0
2099,2099.001,710,CHN,750,IND,10,12,1971,10,12,1971,5,3,0,14,3,0,1,1,0,1,2,0,0,1,1,1,0,0,0,14,3,1,3,1,3,1,0,1,1,1,12,0,12,65,75,65,1971,0,0,0,0,0,710750,36,80,1,0
2099,2099.001,750,IND,710,CHN,10,12,1971,10,12,1971,5,3,0,14,3,0,1,1,1,0,0,0,14,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,1,1,12,12,0,65,65,75,1971,0,0,0,0,0,750710,80,36,1,0
2100,2100.001,710,CHN,750,IND,12,4,1973,12,4,1973,5,3,0,7,3,0,1,1,0,1,2,0,0,1,1,1,0,0,0,7,3,1,3,1,3,1,0,1,1,1,7,0,7,49,65,49,1973,0,0,0,0,0,710750,36,80,1,0
2100,2100.001,750,IND,710,CHN,12,4,1973,12,4,1973,5,3,0,7,3,0,1,1,1,0,0,0,7,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,75,1973,0,0,0,0,0,750710,80,36,1,0
2101,2101.001,710,CHN,750,IND,27,2,1979,27,2,1979,5,3,0,10,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,10,3,1,3,1,3,1,0,1,1,1,8,0,8,20,75,20,1979,0,0,0,0,0,710750,36,80,1,0
2101,2101.001,750,IND,710,CHN,27,2,1979,27,2,1979,5,3,0,10,3,0,1,1,1,1,1,0,10,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,1,1,8,8,0,20,20,75,1979,0,0,0,0,0,750710,80,36,1,0
2102,2102.001,710,CHN,750,IND,1,12,1985,4,6,1987,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,31,31,17,17,17,75,75,75,1985,0,0,0,0,0,710750,36,80,0,0
2102,2102.001,710,CHN,750,IND,1,12,1985,4,6,1987,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,2,365,396,17,17,17,75,75,75,1986,0,0,0,0,0,710750,36,80,0,0
2102,2102.001,710,CHN,750,IND,1,12,1985,4,6,1987,5,3,0,18,4,1,1,1,0,1,1,-9,18,4,1,1,1,1,-9,18,4,1,3,1,3,1,0,3,156,552,17,17,17,75,75,75,1987,0,0,0,0,0,710750,36,80,1,0
