dyad_markdown	cameo_label	date	mean_goldstein	n
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-01-28	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-02-05	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-02-07	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-02-13	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-02-14	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-02-19	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-02-20	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-02-22	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-03-04	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-03-05	-5	2
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-03-07	-5	2
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-05-16	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2014-09-18	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2015-05-22	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2015-06-16	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2015-09-01	-5	1
Viktor Yanukovych->European Union	reject plan, agreement to settle dispute	2015-10-19	-5	1
Viktor Yanukovych->Opposition Supporter (Ukraine)	declare truce, ceasefire	2014-02-20	9	2
Viktor Yanukovych->Opposition Supporter (Ukraine)	declare truce, ceasefire	2014-02-21	9	2
Viktor Yanukovych->People Associated with the Opposition (Ukraine)	express intent to yield	2014-01-26	7	1
Viktor Yanukovych->People Associated with the Opposition (Ukraine)	express intent to yield	2014-01-27	7	1
Viktor Yanukovych->People Associated with the Opposition (Ukraine)	express intent to yield	2014-02-17	7	1
Viktor Yanukovych->People Associated with the Opposition (Ukraine)	express intent to yield	2014-02-18	7	1
Viktor Yanukovych->People Associated with the Opposition (Ukraine)	yield	2014-02-21	5	2
Viktor Yanukovych->People Associated with the Opposition (Ukraine)	yield	2014-02-22	5	1
Viktor Yanukovych->Protester (Ukraine)	coerce	2014-02-24	-7	1
Viktor Yanukovych->Protester (Ukraine)	coerce	2014-02-25	-7	1
Viktor Yanukovych->Protester (Ukraine)	declare truce, ceasefire	2014-02-20	9	4
Viktor Yanukovych->Russia	appeal for humanitarian aid	2014-02-20	3.4	1
Viktor Yanukovych->Russia	appeal for humanitarian aid	2014-03-07	3.4	1
Viktor Yanukovych->Russia	appeal for military aid	2014-03-03	3.4	1
Viktor Yanukovych->Russia	appeal for military aid	2014-03-05	3.4	2
Viktor Yanukovych->Russia	appeal for military aid	2014-04-02	3.4	1
Viktor Yanukovych->Russia	appeal for military aid	2014-04-03	3.4	1
Viktor Yanukovych->Ukraine	accede to demands for change in leadership	2014-02-25	5	1
Viktor Yanukovych->Ukraine	accede to demands for change in leadership	2014-03-06	5	2
Viktor Yanukovych->Ukraine	accede to demands for change in leadership	2014-03-12	5	3
Viktor Yanukovych->Ukraine	accede to demands for change in leadership	2014-06-24	5	3
Viktor Yanukovych->Ukraine	accede to demands for change in leadership	2014-09-12	5	2
Viktor Yanukovych->Ukraine	accede to demands for change in leadership	2014-12-11	5	1
Viktor Yanukovych->Ukraine	accede to demands for change in leadership	2015-04-06	5	1
Vitali Klitschko->Children (Ukraine)	appeal for change in leadership	2014-02-18	-0.3	3
Vitali Klitschko->Women (Ukraine)	appeal for change in leadership	2014-02-18	-0.3	3
Vladimir Putin->Alexander Bastrykin	demand intelligence cooperation	2014-07-15	-5	1
Vladimir Putin->Angela Merkel	discuss by telephone	2013-08-29	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2013-10-16	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-02-19	1	3
Vladimir Putin->Angela Merkel	discuss by telephone	2014-02-23	1	3
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-02	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-03	1	3
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-04	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-05	1	4
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-06	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-10	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-11	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-16	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-17	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-23	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-03-31	1	7
Vladimir Putin->Angela Merkel	discuss by telephone	2014-04-01	1	4
Vladimir Putin->Angela Merkel	discuss by telephone	2014-04-02	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-04-09	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-04-16	1	5
Vladimir Putin->Angela Merkel	discuss by telephone	2014-04-17	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-04-25	1	6
Vladimir Putin->Angela Merkel	discuss by telephone	2014-05-01	1	3
Vladimir Putin->Angela Merkel	discuss by telephone	2014-05-02	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-05-04	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-05-05	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-05-15	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-05-28	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-05-30	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-06-03	1	6
Vladimir Putin->Angela Merkel	discuss by telephone	2014-06-11	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-06-26	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-07-19	1	9
Vladimir Putin->Angela Merkel	discuss by telephone	2014-07-20	1	3
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-06	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-07	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-15	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-16	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-22	1	5
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-23	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-27	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-08-28	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-09-15	1	5
Vladimir Putin->Angela Merkel	discuss by telephone	2014-10-01	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-10-02	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-10-12	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-10-14	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-10-16	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2014-10-31	1	6
Vladimir Putin->Angela Merkel	discuss by telephone	2014-11-03	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2014-12-22	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2015-01-10	1	3
Vladimir Putin->Angela Merkel	discuss by telephone	2015-01-12	1	2
Vladimir Putin->Angela Merkel	discuss by telephone	2015-01-16	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2015-07-24	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2015-08-29	1	1
Vladimir Putin->Angela Merkel	discuss by telephone	2015-10-31	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2013-03-01	1	4
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-19	1	3
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-20	1	4
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-21	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-22	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-24	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-25	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-29	1	6
Vladimir Putin->Barack Obama	discuss by telephone	2013-04-30	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2013-05-01	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2013-07-12	1	5
Vladimir Putin->Barack Obama	discuss by telephone	2013-07-13	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2013-07-14	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-01-21	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-01-23	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-02-21	1	3
Vladimir Putin->Barack Obama	discuss by telephone	2014-02-22	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2014-02-23	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-02-25	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-01	1	8
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-02	1	4
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-04	1	3
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-06	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-07	1	10
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-08	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-09	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-10	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-11	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-16	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-18	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-28	1	7
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-29	1	13
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-30	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2014-03-31	1	3
Vladimir Putin->Barack Obama	discuss by telephone	2014-04-01	1	4
Vladimir Putin->Barack Obama	discuss by telephone	2014-04-04	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-04-07	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-04-14	1	5
Vladimir Putin->Barack Obama	discuss by telephone	2014-04-15	1	6
Vladimir Putin->Barack Obama	discuss by telephone	2014-04-17	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-06-23	1	5
Vladimir Putin->Barack Obama	discuss by telephone	2014-06-26	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-07-17	1	4
Vladimir Putin->Barack Obama	discuss by telephone	2014-07-19	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2014-08-01	1	4
Vladimir Putin->Barack Obama	discuss by telephone	2014-08-04	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2014-08-05	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2015-02-10	1	5
Vladimir Putin->Barack Obama	discuss by telephone	2015-02-11	1	4
Vladimir Putin->Barack Obama	discuss by telephone	2015-06-02	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2015-06-25	1	5
Vladimir Putin->Barack Obama	discuss by telephone	2015-06-26	1	8
Vladimir Putin->Barack Obama	discuss by telephone	2015-06-29	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2015-07-07	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2015-07-15	1	6
Vladimir Putin->Barack Obama	discuss by telephone	2015-07-16	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2015-07-17	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2015-09-04	1	1
Vladimir Putin->Barack Obama	discuss by telephone	2016-01-13	1	8
Vladimir Putin->Barack Obama	discuss by telephone	2016-01-14	1	2
Vladimir Putin->Barack Obama	discuss by telephone	2016-01-15	1	2
Vladimir Putin->China	express intent to meet or negotiate	2013-03-14	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-02-06	4	2
Vladimir Putin->China	express intent to meet or negotiate	2014-02-25	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-04-11	4	2
Vladimir Putin->China	express intent to meet or negotiate	2014-04-13	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-04-14	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-04-15	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-04-17	4	2
Vladimir Putin->China	express intent to meet or negotiate	2014-04-18	4	4
Vladimir Putin->China	express intent to meet or negotiate	2014-04-20	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-05-13	4	12
Vladimir Putin->China	express intent to meet or negotiate	2014-05-14	4	4
Vladimir Putin->China	express intent to meet or negotiate	2014-05-15	4	9
Vladimir Putin->China	express intent to meet or negotiate	2014-05-16	4	3
Vladimir Putin->China	express intent to meet or negotiate	2014-05-18	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-05-19	4	7
Vladimir Putin->China	express intent to meet or negotiate	2014-05-20	4	7
Vladimir Putin->China	express intent to meet or negotiate	2014-07-15	4	2
Vladimir Putin->China	express intent to meet or negotiate	2014-11-04	4	2
Vladimir Putin->China	express intent to meet or negotiate	2014-11-05	4	6
Vladimir Putin->China	express intent to meet or negotiate	2014-11-07	4	2
Vladimir Putin->China	express intent to meet or negotiate	2014-11-08	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-11-09	4	1
Vladimir Putin->China	express intent to meet or negotiate	2014-11-10	4	1
Vladimir Putin->China	express intent to meet or negotiate	2015-03-19	4	1
Vladimir Putin->China	express intent to meet or negotiate	2015-06-18	4	2
Vladimir Putin->China	express intent to meet or negotiate	2015-07-06	4	1
Vladimir Putin->China	express intent to meet or negotiate	2015-07-10	4	1
Vladimir Putin->China	express intent to meet or negotiate	2015-07-28	4	2
Vladimir Putin->China	express intent to meet or negotiate	2015-08-20	4	4
Vladimir Putin->China	express intent to meet or negotiate	2015-08-26	4	12
Vladimir Putin->China	express intent to meet or negotiate	2015-08-27	4	3
Vladimir Putin->China	express intent to meet or negotiate	2015-08-31	4	3
Vladimir Putin->China	express intent to meet or negotiate	2015-09-01	4	4
Vladimir Putin->China	express intent to meet or negotiate	2015-09-02	4	8
Vladimir Putin->China	make a visit	2014-03-05	1.9	1
Vladimir Putin->China	make a visit	2014-04-09	1.9	1
